ID_DIA,ID_LOJA,ID_POS,NOME_LOJA,DESC_STORE2,ZONA_REGION,DESC_REGIAO,DESC_CITY,MORADA,UNIDAD_DE_NEGOCIO,VALOR_PV,TOTAL_TRANSACCIONES_SIN_CLIENTE,TOTAL_TRANSACCIONES_CLIENTE_ID,TOTAL_TRANSACCIONES_CLIENTE_FE,TOTAL_TRANSACCIONES_CLIENTE_EMPLEADO,TOTAL_TRANSACCIONES_CLIENTE_FIADO,CLIENTE_OK,CLIENTE_ERRADO,TOTAL_POS,TOTAL_TRANSACCIONES_CON_CLIENTE,COBERTURA_ID,COBERTURA_NO_ID,COBERTURA_ERRADOS,TOTAL_ACUMULADO,TOTAL_ID_ACUMULADO,COBERTURA_TOTAL_ID
2024-02-28,0966,002,NEIVA SAN PEDRO,NEIVA SAN PEDRO,OCCIDENTE,REGION 7,Neiva,CR 2 # 4-40,BdC,23018898.17366947,56,24,0,1,0,21,3,81,25,0.30864197530864196,0.691358024691358,0.037037037037037035,19531,10316,0.528185960780298
2024-02-28,0685,002,BUCARAMANGA NORTE BAJO,B/MANGA NORTE BAJO,CENTRO,REGION 11,Bucaramanga,CR 15#3N-57,BdC,16328935.94117647,52,76,0,2,0,66,6,130,78,0.6,0.4,0.046153846153846156,19531,10316,0.528185960780298
2024-02-28,0966,003,NEIVA SAN PEDRO,NEIVA SAN PEDRO,OCCIDENTE,REGION 7,Neiva,CR 2 # 4-40,BdC,58004327.51820728,122,51,2,2,0,44,9,177,55,0.3107344632768362,0.6892655367231638,0.05084745762711865,19531,10316,0.528185960780298
2024-02-28,0685,001,BUCARAMANGA NORTE BAJO,B/MANGA NORTE BAJO,CENTRO,REGION 11,Bucaramanga,CR 15#3N-57,BdC,2191159.7086834735,21,1,0,1,0,2,0,23,2,0.08695652173913043,0.9130434782608695,0.0,19531,10316,0.528185960780298
2024-02-28,0966,001,NEIVA SAN PEDRO,NEIVA SAN PEDRO,OCCIDENTE,REGION 7,Neiva,CR 2 # 4-40,BdC,14292766.17927171,4,35,1,0,0,29,6,40,36,0.9,0.1,0.15,19531,10316,0.528185960780298
2024-02-28,0835,003,AGUACHICA MERCADO,AGUACHICA MERCADO,NORTE,REGION 10,Aguachica,CL 1 # 31-03,BdC,2543082.901960784,76,38,0,0,1,37,2,115,39,0.3391304347826087,0.6608695652173913,0.017391304347826087,19531,10316,0.528185960780298
2024-02-28,0818,002,BARRANCABERMEJA MERCADO TORCOR,B/RMEJA M TORCOROMA,CENTRO,REGION 11,Barrancabermeja,CL 54 # 21-60,BdC,9784906.31372549,80,74,5,1,0,70,5,160,80,0.5,0.5,0.03125,19531,10316,0.528185960780298
2024-02-28,0942,003,IPIALES PLAZA MERCADO,IPIALES PLAZA MERCAD,OCCIDENTE,REGION 8,Ipiales,CR 3 A # 4 E -55,BdC,6094641.596638655,5,11,0,0,0,11,0,16,11,0.6875,0.3125,0.0,19531,10316,0.528185960780298
2024-02-28,0703,001,RIOHACHA MERCADO VIEJO,RIOHACHA MCADO VIEJO,NORTE,REGION 10,Riohacha,CL 14 # 8-46,BdC,8645742.711484594,233,0,0,2,0,1,0,235,2,0.00851063829787234,0.9914893617021276,0.0,19531,10316,0.528185960780298
2024-02-28,0750,003,CALI SANTA ELENA,CALI SANTA ELENA,OCCIDENTE,REGION 8,Cali,CR 29B # 19-63,BdC,5559761.764705882,5,0,0,0,0,0,0,5,0,0.0,1.0,0.0,19531,10316,0.528185960780298
2024-02-28,0711,003,VALLEDUPAR MERCABASTOS,V/DUPAR MERCABASTOS,NORTE,REGION 10,Valledupar,DG 21#34ABis#126 BG17,BdC,9982755.3837535,1,23,0,0,0,21,2,24,23,0.9583333333333334,0.041666666666666664,0.08333333333333333,19531,10316,0.528185960780298
2024-02-28,0750,001,CALI SANTA ELENA,CALI SANTA ELENA,OCCIDENTE,REGION 8,Cali,CR 29B # 19-63,BdC,10757754.168067226,29,74,1,1,0,66,9,105,76,0.7238095238095238,0.2761904761904762,0.08571428571428572,19531,10316,0.528185960780298
2024-02-28,1380,002,IBAGUE BDC PLAZA LA 21,IBAGUE BDC PLZ LA 21,CENTRO,REGION 3,Ibague,CR 4 # 21-42,BdC,6168014.084033613,24,84,0,5,0,82,6,113,89,0.7876106194690266,0.21238938053097345,0.05309734513274336,19531,10316,0.528185960780298
2024-02-28,0711,002,VALLEDUPAR MERCABASTOS,V/DUPAR MERCABASTOS,NORTE,REGION 10,Valledupar,DG 21#34ABis#126 BG17,BdC,6015564.7450980395,2,33,1,2,0,31,2,38,36,0.9473684210526315,0.05263157894736842,0.05263157894736842,19531,10316,0.528185960780298
2024-02-28,0750,002,CALI SANTA ELENA,CALI SANTA ELENA,OCCIDENTE,REGION 8,Cali,CR 29B # 19-63,BdC,11466106.80672269,54,62,0,0,0,48,11,116,62,0.5344827586206896,0.46551724137931033,0.09482758620689655,19531,10316,0.528185960780298
2024-02-28,1380,001,IBAGUE BDC PLAZA LA 21,IBAGUE BDC PLZ LA 21,CENTRO,REGION 3,Ibague,CR 4 # 21-42,BdC,27063103.29971989,22,124,1,5,0,113,8,152,130,0.8552631578947368,0.14473684210526316,0.05263157894736842,19531,10316,0.528185960780298
2024-02-28,1125,001,RIOHACHA MERCADO NUEVO,RIOHACHA MERCADO NUE,NORTE,REGION 10,Riohacha,CR 7 A #35-86,BdC,2709374.4089635853,54,63,0,3,0,63,1,120,66,0.55,0.45,0.008333333333333333,19531,10316,0.528185960780298
2024-02-28,1042,001,URIBIA PATIO BONITO,URIBIA PATIO BONITO,NORTE,REGION 10,Uribia,CR 7 G # 10 - 70,BdC,7133602.098039215,42,92,0,1,0,87,2,135,93,0.6888888888888889,0.3111111111111111,0.014814814814814815,19531,10316,0.528185960780298
2024-02-28,1125,003,RIOHACHA MERCADO NUEVO,RIOHACHA MERCADO NUE,NORTE,REGION 10,Riohacha,CR 7 A #35-86,BdC,4882905.168067227,138,84,0,0,3,80,6,225,87,0.38666666666666666,0.6133333333333333,0.02666666666666667,19531,10316,0.528185960780298
2024-02-28,1042,002,URIBIA PATIO BONITO,URIBIA PATIO BONITO,NORTE,REGION 10,Uribia,CR 7 G # 10 - 70,BdC,6105036.159663865,14,80,0,6,0,70,6,100,86,0.86,0.14,0.06,19531,10316,0.528185960780298
2024-02-28,1149,002,COROZAL MERCADO LA MACARENA,COROZAL MRC MACARENA,NORTE,REGION 6,Corozal,CL21G #37B-56,BdC,13416362.19047619,62,86,0,0,0,75,11,148,86,0.581081081081081,0.4189189189189189,0.07432432432432433,19531,10316,0.528185960780298
2024-02-28,0678,003,PEREIRA MERCASA,PEREIRA MERCASA,OCCIDENTE,REGION 1,Pereira, Av Las Americas-Belmonte,BdC,9827066.226890756,71,22,1,2,0,19,5,96,25,0.2604166666666667,0.7395833333333334,0.052083333333333336,19531,10316,0.528185960780298
2024-02-28,1125,002,RIOHACHA MERCADO NUEVO,RIOHACHA MERCADO NUE,NORTE,REGION 10,Riohacha,CR 7 A #35-86,BdC,5848566.140056022,47,17,3,2,0,19,1,69,22,0.3188405797101449,0.6811594202898551,0.014492753623188406,19531,10316,0.528185960780298
2024-02-28,1042,003,URIBIA PATIO BONITO,URIBIA PATIO BONITO,NORTE,REGION 10,Uribia,CR 7 G # 10 - 70,BdC,2820577.644257703,2,7,0,0,0,6,1,9,7,0.7777777777777778,0.2222222222222222,0.1111111111111111,19531,10316,0.528185960780298
2024-02-28,1149,001,COROZAL MERCADO LA MACARENA,COROZAL MRC MACARENA,NORTE,REGION 6,Corozal,CL21G #37B-56,BdC,1866104.6106442576,35,81,0,0,0,62,16,116,81,0.6982758620689655,0.3017241379310345,0.13793103448275862,19531,10316,0.528185960780298
2024-02-28,0678,001,PEREIRA MERCASA,PEREIRA MERCASA,OCCIDENTE,REGION 1,Pereira, Av Las Americas-Belmonte,BdC,14433861.966386555,43,59,5,0,0,53,9,107,64,0.5981308411214953,0.40186915887850466,0.08411214953271028,19531,10316,0.528185960780298
2024-02-28,0711,001,VALLEDUPAR MERCABASTOS,V/DUPAR MERCABASTOS,NORTE,REGION 10,Valledupar,DG 21#34ABis#126 BG17,BdC,11587601.12044818,8,75,0,6,1,59,13,90,82,0.9111111111111111,0.08888888888888889,0.14444444444444443,19531,10316,0.528185960780298
2024-02-28,0961,001,GRANADA LAS DELICIAS,GRANADA LAS DELICIAS,CENTRO,REGION 3,Granada,CL23#13-23 / CR13#22,BdC,15630519.266106443,208,174,1,1,0,160,13,384,176,0.4583333333333333,0.5416666666666666,0.033854166666666664,19531,10316,0.528185960780298
2024-02-28,1147,001,UBATE BDC UBATE CR 7,UBATE BDC UBATE CR 7,CENTRO,REGION 4,Villa De San Diego D,CR 7 # 12-95,BdC,4259952.823529412,100,45,0,2,0,39,4,147,47,0.3197278911564626,0.6802721088435374,0.027210884353741496,19531,10316,0.528185960780298
2024-02-28,0961,002,GRANADA LAS DELICIAS,GRANADA LAS DELICIAS,CENTRO,REGION 3,Granada,CL23#13-23 / CR13#22,BdC,13642641.949579831,16,3,0,2,0,4,1,21,5,0.23809523809523808,0.7619047619047619,0.047619047619047616,19531,10316,0.528185960780298
2024-02-28,0620,004,BUCARAMANGA CENTROABASTOS,B/MANGA CENTROABASTO,CENTRO,REGION 11,Bucaramanga,Via Palenque #44-96,BdC,40048974.913165264,85,1,0,1,0,2,0,87,2,0.022988505747126436,0.9770114942528736,0.0,19531,10316,0.528185960780298
2024-02-28,1296,002,PLANETA RICA BDC SAN MARTIN,PLT RICA SAN MARTIN,NORTE,REGION 6,Planeta Rica,CL 18 #6-64,BdC,3376136.1456582635,14,88,0,4,0,81,5,106,92,0.8679245283018868,0.1320754716981132,0.04716981132075472,19531,10316,0.528185960780298
2024-02-28,0620,003,BUCARAMANGA CENTROABASTOS,B/MANGA CENTROABASTO,CENTRO,REGION 11,Bucaramanga,Via Palenque #44-96,BdC,2878470.5154061625,32,9,1,1,0,6,5,43,11,0.2558139534883721,0.7441860465116279,0.11627906976744186,19531,10316,0.528185960780298
2024-02-28,0620,001,BUCARAMANGA CENTROABASTOS,B/MANGA CENTROABASTO,CENTRO,REGION 11,Bucaramanga,Via Palenque #44-96,BdC,29612383.30532213,143,68,5,7,1,72,5,224,81,0.36160714285714285,0.6383928571428571,0.022321428571428572,19531,10316,0.528185960780298
2024-02-28,1157,001,CALARCA GALERIA CENTRAL,CALARCA GAL. CENTRAL,OCCIDENTE,REGION 1,Calarcá,CR 39 # 28-34,BdC,20048553.602240898,77,66,3,0,0,60,8,146,69,0.4726027397260274,0.5273972602739726,0.0547945205479452,19531,10316,0.528185960780298
2024-02-28,1157,003,CALARCA GALERIA CENTRAL,CALARCA GAL. CENTRAL,OCCIDENTE,REGION 1,Calarcá,CR 39 # 28-34,BdC,2175229.837535014,52,8,0,0,1,9,0,61,9,0.14754098360655737,0.8524590163934426,0.0,19531,10316,0.528185960780298
2024-02-28,1157,002,CALARCA GALERIA CENTRAL,CALARCA GAL. CENTRAL,OCCIDENTE,REGION 1,Calarcá,CR 39 # 28-34,BdC,1197028.6834733894,41,9,0,0,0,9,0,50,9,0.18,0.82,0.0,19531,10316,0.528185960780298
2024-02-28,1336,003,TUNJA BDC PLAZA DE MERCADO,TUNJA BDC PLZ MRCADO,CENTRO,REGION 4,Tunja,CR10# 7 S-41 BDC PLAZA DE MERC,BdC,19893900.4929972,9,27,0,0,0,23,4,36,27,0.75,0.25,0.1111111111111111,19531,10316,0.528185960780298
2024-02-28,0718,003,VALLEDUPAR MERCADO,VALLEDUPAR MERCADO,NORTE,REGION 10,Valledupar,CL 20 B # 11-248,BdC,19041679.226890758,49,11,0,2,0,10,3,62,13,0.20967741935483872,0.7903225806451613,0.04838709677419355,19531,10316,0.528185960780298
2024-02-28,0874,003,BOSCONIA EL CRUCE,BOSCONIA EL CRUCE,NORTE,REGION 10,Bosconia,CL 18 # 17A -37,BdC,7073231.607843137,42,20,0,0,0,18,2,62,20,0.3225806451612903,0.6774193548387096,0.03225806451612903,19531,10316,0.528185960780298
2024-02-28,0874,001,BOSCONIA EL CRUCE,BOSCONIA EL CRUCE,NORTE,REGION 10,Bosconia,CL 18 # 17A -37,BdC,2688115.6974789915,119,41,0,1,2,35,7,163,44,0.26993865030674846,0.7300613496932515,0.04294478527607362,19531,10316,0.528185960780298
2024-02-28,1336,002,TUNJA BDC PLAZA DE MERCADO,TUNJA BDC PLZ MRCADO,CENTRO,REGION 4,Tunja,CR10# 7 S-41 BDC PLAZA DE MERC,BdC,4098930.6022408963,37,42,1,0,0,34,9,80,43,0.5375,0.4625,0.1125,19531,10316,0.528185960780298
2024-02-28,0874,002,BOSCONIA EL CRUCE,BOSCONIA EL CRUCE,NORTE,REGION 10,Bosconia,CL 18 # 17A -37,BdC,1715885.4621848739,83,24,0,0,3,23,2,110,27,0.24545454545454545,0.7545454545454545,0.01818181818181818,19531,10316,0.528185960780298
2024-02-28,1037,001,BOGOTA MCDO PLAZA ESPAÑA,BTA MCDO PLAZA ESPAÑ,CENTRO,REGION 3,Santafe de Bogota,CL 10# 17-50,BdC,8289425.784313725,20,99,1,1,0,86,10,121,101,0.8347107438016529,0.1652892561983471,0.08264462809917356,19531,10316,0.528185960780298
2024-02-28,1147,003,UBATE BDC UBATE CR 7,UBATE BDC UBATE CR 7,CENTRO,REGION 4,Villa De San Diego D,CR 7 # 12-95,BdC,1504683.43697479,39,16,0,0,0,14,2,55,16,0.2909090909090909,0.7090909090909091,0.03636363636363636,19531,10316,0.528185960780298
2024-02-28,0961,003,GRANADA LAS DELICIAS,GRANADA LAS DELICIAS,CENTRO,REGION 3,Granada,CL23#13-23 / CR13#22,BdC,21015869.94397759,98,23,0,5,0,26,1,126,28,0.2222222222222222,0.7777777777777778,0.007936507936507936,19531,10316,0.528185960780298
2024-02-28,1037,002,BOGOTA MCDO PLAZA ESPAÑA,BTA MCDO PLAZA ESPAÑ,CENTRO,REGION 3,Santafe de Bogota,CL 10# 17-50,BdC,13068123.274509804,73,78,1,1,0,65,7,153,80,0.5228758169934641,0.477124183006536,0.0457516339869281,19531,10316,0.528185960780298
2024-02-28,1147,002,UBATE BDC UBATE CR 7,UBATE BDC UBATE CR 7,CENTRO,REGION 4,Villa De San Diego D,CR 7 # 12-95,BdC,4432446.605042017,77,13,0,2,0,11,4,92,15,0.16304347826086957,0.8369565217391305,0.043478260869565216,19531,10316,0.528185960780298
2024-02-28,1336,001,TUNJA BDC PLAZA DE MERCADO,TUNJA BDC PLZ MRCADO,CENTRO,REGION 4,Tunja,CR10# 7 S-41 BDC PLAZA DE MERC,BdC,5697545.971988795,6,40,2,1,0,34,3,49,43,0.8775510204081632,0.12244897959183673,0.061224489795918366,19531,10316,0.528185960780298
2024-02-28,0832,003,CUCUTA CENABASTOS,CUCUTA CENABASTOS,CENTRO,REGION 11,Cucuta,LT A CORR EL SALADO,BdC,47465065.420168065,26,9,1,9,0,16,1,45,19,0.4222222222222222,0.5777777777777777,0.022222222222222223,19531,10316,0.528185960780298
2024-02-28,1146,003,ITAGUI LA MAYORISTA,ITAGUI LA MAYORISTA,ANTIOQUIA,REGION 9,Itagui,CR 42 # 79-125/143,BdC,1044419.2773109244,34,3,0,0,0,2,1,37,3,0.08108108108108109,0.918918918918919,0.02702702702702703,19531,10316,0.528185960780298
2024-02-28,1146,004,ITAGUI LA MAYORISTA,ITAGUI LA MAYORISTA,ANTIOQUIA,REGION 9,Itagui,CR 42 # 79-125/143,BdC,27201480.476190478,6,7,6,0,0,7,2,19,13,0.6842105263157895,0.3157894736842105,0.10526315789473684,19531,10316,0.528185960780298
2024-02-28,0713,002,MONTERIA MERCADO SUR,MONTERIA MERCADO SUR,NORTE,REGION 6,Monteria,CR 9 # 11A-54,BdC,4549230.327731092,44,39,1,1,0,25,16,85,41,0.4823529411764706,0.5176470588235295,0.18823529411764706,19531,10316,0.528185960780298
2024-02-28,1327,001,FACATATIVA BDC MERCADO,FACATATIVA BDC MRCDO,CENTRO,REGION 4,Facatativa,CL 7 B # 5-21,BdC,5004458.011204482,30,78,1,0,0,66,9,109,79,0.7247706422018348,0.27522935779816515,0.08256880733944955,19531,10316,0.528185960780298
2024-02-28,0912,003,MOCOA AVENIDA COLOMBIA,MOCOA AV COLOMBIA,OCCIDENTE,REGION 7,Mocoa,CR 9 # 14-36,BdC,1978628.9103641456,8,46,0,0,0,42,4,54,46,0.8518518518518519,0.14814814814814814,0.07407407407407407,19531,10316,0.528185960780298
2024-02-28,0753,002,FUNDACION MERCADO CALLE 3,F/DACION MERCADO C13,NORTE,REGION 2,Fundación,CL  3 # 10A-33,BdC,9062061.050420169,19,98,1,0,0,90,4,118,99,0.8389830508474576,0.16101694915254236,0.03389830508474576,19531,10316,0.528185960780298
2024-02-28,1318,002,PLATO BDC PLATO,PLATO BDC PLATO,NORTE,REGION 6,Plato,VIA 14 # 12A-307,BdC,741777.6638655462,23,25,0,2,0,26,1,50,27,0.54,0.46,0.02,19531,10316,0.528185960780298
2024-02-28,0713,003,MONTERIA MERCADO SUR,MONTERIA MERCADO SUR,NORTE,REGION 6,Monteria,CR 9 # 11A-54,BdC,1968123.2072829132,18,4,0,0,0,3,1,22,4,0.18181818181818182,0.8181818181818182,0.045454545454545456,19531,10316,0.528185960780298
2024-02-28,1327,003,FACATATIVA BDC MERCADO,FACATATIVA BDC MRCDO,CENTRO,REGION 4,Facatativa,CL 7 B # 5-21,BdC,1150652.3025210083,8,18,0,0,0,17,1,26,18,0.6923076923076923,0.3076923076923077,0.038461538461538464,19531,10316,0.528185960780298
2024-02-28,0912,002,MOCOA AVENIDA COLOMBIA,MOCOA AV COLOMBIA,OCCIDENTE,REGION 7,Mocoa,CR 9 # 14-36,BdC,3015042.619047619,1,97,0,0,0,89,5,98,97,0.9897959183673469,0.01020408163265306,0.05102040816326531,19531,10316,0.528185960780298
2024-02-28,0713,001,MONTERIA MERCADO SUR,MONTERIA MERCADO SUR,NORTE,REGION 6,Monteria,CR 9 # 11A-54,BdC,17565825.19327731,155,2,1,2,1,6,0,161,6,0.037267080745341616,0.9627329192546584,0.0,19531,10316,0.528185960780298
2024-02-28,1327,002,FACATATIVA BDC MERCADO,FACATATIVA BDC MRCDO,CENTRO,REGION 4,Facatativa,CL 7 B # 5-21,BdC,1658702.1176470588,11,32,0,0,0,28,4,43,32,0.7441860465116279,0.2558139534883721,0.09302325581395349,19531,10316,0.528185960780298
2024-02-28,0924,002,QUIBDO,QUIBDO,OCCIDENTE,REGION 1,Quibdo,CL 31 # 6-25/45,BdC,28340773.0,265,221,2,0,0,208,9,488,223,0.4569672131147541,0.5430327868852459,0.018442622950819672,19531,10316,0.528185960780298
2024-02-28,0924,003,QUIBDO,QUIBDO,OCCIDENTE,REGION 1,Quibdo,CL 31 # 6-25/45,BdC,24089782.100840338,141,152,1,0,0,144,5,294,153,0.5204081632653061,0.47959183673469385,0.017006802721088437,19531,10316,0.528185960780298
2024-02-28,0703,003,RIOHACHA MERCADO VIEJO,RIOHACHA MCADO VIEJO,NORTE,REGION 10,Riohacha,CL 14 # 8-46,BdC,5731057.725490196,11,1,1,1,0,3,0,14,3,0.21428571428571427,0.7857142857142857,0.0,19531,10316,0.528185960780298
2024-02-28,1252,002,MAGANGUE PUERTO BDC,MAGANGUE PUERTO BDC,NORTE,REGION 6,Magangué,CR 3 # 17-109,BdC,21271214.80392157,91,35,3,1,1,30,9,131,40,0.3053435114503817,0.6946564885496184,0.06870229007633588,19531,10316,0.528185960780298
2024-02-28,0924,001,QUIBDO,QUIBDO,OCCIDENTE,REGION 1,Quibdo,CL 31 # 6-25/45,BdC,9581960.24089636,165,54,0,0,0,46,8,219,54,0.2465753424657534,0.7534246575342466,0.0365296803652968,19531,10316,0.528185960780298
2024-02-28,0703,002,RIOHACHA MERCADO VIEJO,RIOHACHA MCADO VIEJO,NORTE,REGION 10,Riohacha,CL 14 # 8-46,BdC,12377343.31372549,193,50,31,4,0,17,17,278,85,0.3057553956834532,0.6942446043165468,0.06115107913669065,19531,10316,0.528185960780298
2024-02-28,1252,001,MAGANGUE PUERTO BDC,MAGANGUE PUERTO BDC,NORTE,REGION 6,Magangué,CR 3 # 17-109,BdC,3580502.9243697478,66,4,0,0,0,4,0,70,4,0.05714285714285714,0.9428571428571428,0.0,19531,10316,0.528185960780298
2024-02-28,1318,001,PLATO BDC PLATO,PLATO BDC PLATO,NORTE,REGION 6,Plato,VIA 14 # 12A-307,BdC,21500640.55742297,13,154,1,3,0,139,7,171,158,0.9239766081871345,0.07602339181286549,0.04093567251461988,19531,10316,0.528185960780298
2024-02-28,0753,001,FUNDACION MERCADO CALLE 3,F/DACION MERCADO C13,NORTE,REGION 2,Fundación,CL  3 # 10A-33,BdC,8784494.675070029,26,173,0,1,0,159,9,200,174,0.87,0.13,0.045,19531,10316,0.528185960780298
2024-02-28,0912,001,MOCOA AVENIDA COLOMBIA,MOCOA AV COLOMBIA,OCCIDENTE,REGION 7,Mocoa,CR 9 # 14-36,BdC,10049117.6162465,135,256,1,0,1,230,24,393,258,0.6564885496183206,0.3435114503816794,0.061068702290076333,19531,10316,0.528185960780298
2024-02-28,1318,003,PLATO BDC PLATO,PLATO BDC PLATO,NORTE,REGION 6,Plato,VIA 14 # 12A-307,BdC,437334.03921568627,10,18,0,0,0,15,2,28,18,0.6428571428571429,0.35714285714285715,0.07142857142857142,19531,10316,0.528185960780298
2024-02-28,0718,001,VALLEDUPAR MERCADO,VALLEDUPAR MERCADO,NORTE,REGION 10,Valledupar,CL 20 B # 11-248,BdC,27337138.76190476,37,16,0,8,0,19,5,61,24,0.39344262295081966,0.6065573770491803,0.08196721311475409,19531,10316,0.528185960780298
2024-02-28,1146,002,ITAGUI LA MAYORISTA,ITAGUI LA MAYORISTA,ANTIOQUIA,REGION 9,Itagui,CR 42 # 79-125/143,BdC,4913532.179271708,44,103,0,1,0,95,7,148,104,0.7027027027027027,0.2972972972972973,0.0472972972972973,19531,10316,0.528185960780298
2024-02-28,1269,001,AGUSTIN CODAZZI BDC MERCADO,AGUSTIN CODAZZI MRCD,NORTE,REGION 10,Agustín Codazzi,CR 16 # 25-37,BdC,3127217.0784313725,36,88,0,6,1,81,9,131,95,0.7251908396946565,0.2748091603053435,0.06870229007633588,19531,10316,0.528185960780298
2024-02-28,0743,003,LETICIA LETICIA,LETICIA LETICIA,CENTRO,REGION 3,Leticia,CR 8 # 7-49,BdC,2143950.0,75,0,0,0,0,0,0,75,0,0.0,1.0,0.0,19531,10316,0.528185960780298
2024-02-28,1146,001,ITAGUI LA MAYORISTA,ITAGUI LA MAYORISTA,ANTIOQUIA,REGION 9,Itagui,CR 42 # 79-125/143,BdC,6300513.68347339,33,13,0,1,0,12,2,47,14,0.2978723404255319,0.7021276595744681,0.0425531914893617,19531,10316,0.528185960780298
2024-02-28,1390,001,CHAPARRAL BDC CHAPARRAL,CHAPARRAL BDC,CENTRO,REGION 3,Chaparral,CL 7 # 5-41,BdC,6139810.056022409,27,226,0,2,0,185,30,255,228,0.8941176470588236,0.10588235294117647,0.11764705882352941,19531,10316,0.528185960780298
2024-02-28,1269,002,AGUSTIN CODAZZI BDC MERCADO,AGUSTIN CODAZZI MRCD,NORTE,REGION 10,Agustín Codazzi,CR 16 # 25-37,BdC,692250.7282913165,15,30,0,0,0,29,0,45,30,0.6666666666666666,0.3333333333333333,0.0,19531,10316,0.528185960780298
2024-02-28,0743,002,LETICIA LETICIA,LETICIA LETICIA,CENTRO,REGION 3,Leticia,CR 8 # 7-49,BdC,14184470.0,138,117,2,1,0,62,17,258,120,0.46511627906976744,0.5348837209302325,0.06589147286821706,19531,10316,0.528185960780298
2024-02-28,0718,002,VALLEDUPAR MERCADO,VALLEDUPAR MERCADO,NORTE,REGION 10,Valledupar,CL 20 B # 11-248,BdC,22047010.725490198,51,7,0,8,0,12,3,66,15,0.22727272727272727,0.7727272727272727,0.045454545454545456,19531,10316,0.528185960780298
2024-02-28,0838,002,BUENAVENTURA BELLAVISTA,B/VENTURA BELLAVISTA,OCCIDENTE,REGION 8,Buenaventura,CL 6 # 47A - 57,BdC,1806100.4705882352,22,33,0,2,0,32,1,57,35,0.6140350877192983,0.38596491228070173,0.017543859649122806,19531,10316,0.528185960780298
2024-02-28,1269,003,AGUSTIN CODAZZI BDC MERCADO,AGUSTIN CODAZZI MRCD,NORTE,REGION 10,Agustín Codazzi,CR 16 # 25-37,BdC,36339202.50420168,0,5,0,4,0,8,0,9,9,1.0,0.0,0.0,19531,10316,0.528185960780298
2024-02-28,0743,001,LETICIA LETICIA,LETICIA LETICIA,CENTRO,REGION 3,Leticia,CR 8 # 7-49,BdC,15148070.0,197,156,4,0,0,148,9,357,160,0.4481792717086835,0.5518207282913166,0.025210084033613446,19531,10316,0.528185960780298
2024-02-28,0838,003,BUENAVENTURA BELLAVISTA,B/VENTURA BELLAVISTA,OCCIDENTE,REGION 8,Buenaventura,CL 6 # 47A - 57,BdC,3223302.24929972,23,50,0,0,0,47,0,73,50,0.684931506849315,0.3150684931506849,0.0,19531,10316,0.528185960780298
2024-02-28,0913,001,PUERTO ASIS LAS AMERICAS,PUERTO ASIS AMERICAS,OCCIDENTE,REGION 7,Puerto Asis,CR 20 # 15-25,BdC,2100.840336134454,0,1,0,0,0,1,0,1,1,1.0,0.0,0.0,19531,10316,0.528185960780298
2024-02-28,1390,003,CHAPARRAL BDC CHAPARRAL,CHAPARRAL BDC,CENTRO,REGION 3,Chaparral,CL 7 # 5-41,BdC,14569081.722689075,24,76,0,0,0,61,9,100,76,0.76,0.24,0.09,19531,10316,0.528185960780298
2024-02-28,0838,001,BUENAVENTURA BELLAVISTA,B/VENTURA BELLAVISTA,OCCIDENTE,REGION 8,Buenaventura,CL 6 # 47A - 57,BdC,12310430.392156864,53,120,3,1,0,106,12,177,124,0.7005649717514124,0.2994350282485876,0.06779661016949153,19531,10316,0.528185960780298
2024-02-28,0913,003,PUERTO ASIS LAS AMERICAS,PUERTO ASIS AMERICAS,OCCIDENTE,REGION 7,Puerto Asis,CR 20 # 15-25,BdC,6298822.882352941,123,31,1,1,0,31,2,156,33,0.21153846153846154,0.7884615384615384,0.01282051282051282,19531,10316,0.528185960780298
2024-02-28,0913,002,PUERTO ASIS LAS AMERICAS,PUERTO ASIS AMERICAS,OCCIDENTE,REGION 7,Puerto Asis,CR 20 # 15-25,BdC,10684424.831932774,92,206,1,2,0,188,12,301,209,0.6943521594684385,0.30564784053156147,0.03986710963455149,19531,10316,0.528185960780298
2024-02-28,1390,002,CHAPARRAL BDC CHAPARRAL,CHAPARRAL BDC,CENTRO,REGION 3,Chaparral,CL 7 # 5-41,BdC,11709239.885154061,21,87,0,1,0,71,13,109,88,0.8073394495412844,0.1926605504587156,0.11926605504587157,19531,10316,0.528185960780298
2024-02-28,0832,001,CUCUTA CENABASTOS,CUCUTA CENABASTOS,CENTRO,REGION 11,Cucuta,LT A CORR EL SALADO,BdC,3228015.1400560224,69,3,0,4,0,4,3,76,7,0.09210526315789473,0.9078947368421053,0.039473684210526314,19531,10316,0.528185960780298

